PLAYER_NAME,PLAYER_POSITION,PLAYER_TEAM,2019_G,2019_GS,2019_IP,2019_BB,2019_K,2019_W,2019_SV,2019_HD,2019_ERA,2019_WHIP,2019_K/9,2020_G,2020_GS,2020_IP,2020_BB,2020_K,2020_W,2020_SV,2020_HD,2020_ERA,2020_WHIP,2020_K/9,2020_OUTLOOK
Edwin Diaz,RP,Mets,32.0,32.0,200.1,51.0,99.0,14.0,0.0,0.0,3.68,1.22,8.76,12.0,12.0,73.0,20.0,38.0,5.0,0.0,0.0,3.82,1.19,8.75,"Say hello to your 2020 poster boy for ?don't pay for saves,? though the pendulum has a good chance of swinging so far in the opposite direction that Diaz might be a relative bargain at the draft table. His 39.0% strikeout and 8.7% walk rates were right in line with his 38.8%/8.3% combined numbers from his first three big league seasons, as much of his 2019 trouble was caused by the homer-happy baseball as well as the absurd .413 BABIP generated against him by right-handed hitters. Diaz's numbers should rebound closer to his 2016-18 levels, and the Mets remain committed to him as their closer after not moving him during the offseason. If he slips deep outside the top 10 at his position, scoop him up and reap the rewards of all that potential profit."
Jose Berrios,SP,Twins,34.0,34.0,213.0,82.0,195.0,11.0,0.0,0.0,4.52,1.25,10.69,12.0,12.0,74.0,30.0,71.0,4.0,0.0,0.0,4.38,1.32,10.34,"On the surface, it looks like Berrios faded after the break for the second season in a row. However, his peripherals and expected ERAs suggest otherwise. Berrios fanned more hitters in the second half, but he allowed more runners on base due to inflated BABIP and walk rates, perhaps from working from the stretch more often following the ""lucky"" hits. Berrios' first-half ERA was 3.00, compared to 4.64 in the second half. However, his FIP hardly budged from the first half to the second half (from 3.85 to 3.86). Meanwhile, his xFIP was actually better after the break, 4.39 compared to 4.22. Berrios doesn't fan enough hitters to be an ace, but he's durable, so he'll get volume from a lofty innings total. He should continue to improve as he matures, just not into elite territory."
Trevor Bauer,SP,Reds,31.0,31.0,175.1,68.0,253.0,11.0,0.0,0.0,2.87,1.08,10.52,11.0,11.0,60.0,26.0,85.0,4.0,0.0,0.0,3.9,1.27,9.75,"What was that?! Hailed as one of the best picks at his position in fantasy entering 2019, Bauer's control escaped him. He had a 9.4% walk rate during the Indians' first 81 games, easily his worst in any of his six full seasons with the club. Cleveland finally tired of him and dealt him to Cincinnati in July, where he promptly went just 4-for-10 in quality starts with 12 HRs allowed and a 6.39 ERA. While bad luck had something to do with it -- he had a .321 BABIP and a 17.9% HR/FB rate with the Reds -- the meltdown has now scared off a good number of prospective fantasy managers. Bauer's stuff still generates plenty of swing-and-misses and he has lost only a hint of velocity, so it's worth a shot that with the winter's worth of adjustments, he'll be able to straighten himself out and recapture top-25 starter status. However, it's still anybody's guess if that will actually come to pass."
Sonny Gray,SP,Reds,29.0,29.0,150.2,55.0,205.0,15.0,0.0,0.0,3.82,1.28,11.11,10.0,10.0,53.0,16.0,65.0,4.0,0.0,0.0,3.91,1.17,11.04,"While the narrative is that Gray was able to resurrect his career after leaving the Bronx, the more likely impetus for his post-Yankees success was a reunion with Derek Johnson, the Reds' pitching coach and Gray's college mentor. The two worked on Gray's mechanics, leading to increased spin on his four-seamer, slider and curve. Gray's K% went up 7 percentage points but his swinging-strike mark barely improved, suggesting more called strikes. Crisper stuff with a varied pitch mix could fool hitters, but it's unclear how repeatable those results will be. Gray's solid ratio baseline is safe, but how much of his K% gain he maintains is unclear. That said, in addition to Johnson, the Reds hired Driveline Baseball founder Kyle Boddy as a consultant. Boddy will work mostly with the younger arms, but his presence increases the likelihood that Gray maintains his newfound strikeout prowess."
James Paxton,SP,Yankees,7.0,7.0,35.2,15.0,186.0,2.0,0.0,0.0,5.8,1.65,9.59,10.0,10.0,57.0,12.0,65.0,4.0,0.0,0.0,3.47,1.11,9.95,"Paxton got off to a hot start with the Yankees, winning three of his first seven starts with a 3.11 ERA with a 25 K-BB%. He then got hurt, reintroducing the concerns about his inability to stay healthy, which plagued him in Seattle. He returned in three weeks, and perhaps returned too quickly, as he had a 5.88 ERA and 1.73 WHIP over his first 11 starts back, but then he won 10 of his final 11 outings with a 2.51 ERA and 0.96 WHIP. The three stanzas of Paxton's 2019 season showed us what he has been before, what he is when things are going poorly and also what he is capable of when everything goes well. All of this said, Paxton has yet to qualify for the ERA title in any one season, as he has missed time each campaign due to injury, and it's only logical to bake an IL stint or two into his 2020 projection."
Corey Kluber,SP,Rangers,6.0,0.0,12.0,3.0,38.0,0.0,2.0,2.0,1.5,0.67,12.0,8.0,8.0,44.0,13.0,63.0,3.0,0.0,0.0,3.48,1.16,9.2,"Nothing seemed to go right for Kluber in 2019. His control left him in his seven April/May starts and then he suffered a non-displaced fracture of his right ulna as a result of being struck by a line drive in his May 1 start. After all that, he suffered a season-ending left oblique strain in an Aug. 18 rehab start for Triple-A Columbus that might have been his final one before activation. He was subsequently traded to the Rangers, who despite their new digs are likely to play in a hitting-friendly environment, further clouding Kluber's bounce-back prospects. He's a pitcher who has begun his decline phase, but it might not be severe just yet, considering his breaking pitches still performed well before he got hurt and his fastball velocity hadn't completely fallen off the table. Draft him as a top-40 fantasy starter, since his ceiling is probably no longer that of an ace/top-10 type."
Jesus Luzardo,RP,Athletics,53.0,0.0,53.0,17.0,16.0,2.0,23.0,0.0,1.87,1.0,14.09,22.0,0.0,21.0,4.0,45.0,1.0,12.0,0.0,2.57,0.9,14.14,"Luzardo was trending towards an Opening Day rotation spot with the Athletics entering 2019, before a shoulder strain cost him two and a half months, then a lat strain suffered during his rehab stint for Triple-A Las Vegas in July shelved him for an additional month. He finally debuted for the big-league club in September as a reliever, and despite the small sample he flashed a four-seam fastball, sinker, slider and changeup that were all plus pitches. Luzardo should enter the spring a favorite for a rotation spot, and with it he'll probably be a popular pick for Rookie of the Year honors. He hasn't exceeded 109 1/3 innings in a single year as a pro, but with the short season he might not be capped at all, giving him bona fide top-30 fantasy starter potential."
Ken Giles,RP,Blue Jays,16.0,16.0,96.0,23.0,83.0,9.0,0.0,0.0,2.63,1.11,9.66,10.0,10.0,58.0,17.0,33.0,4.0,0.0,0.0,3.41,1.17,9.16,"It was clear in 2018 that Giles needed a change of scenery after the Astros lost confidence in him. Giles showed signs of turning it around late in the season with Toronto, but his 2019 season was still very surprising. He essentially picked up where he left off in 2016, when he proved to Houston he was ready to close. His 32 K-BB% and 19% swinging-strike rate are elite closer metrics. The expected stats back up what we see in the actual production line from last year. The fastball still isn't a great pitch; the slider is his moneymaker and he will throw it at any point in the count. Giles has the closer mentality and proved he can bounce back from the scrap heap. You can get elite production from Giles, at least for a stretch. The threat of another trade looms."
Frankie Montas,SP,Athletics,60.0,0.0,57.1,18.0,103.0,6.0,34.0,0.0,3.3,1.24,13.19,23.0,0.0,23.0,6.0,59.0,1.0,14.0,0.0,3.13,1.09,11.35,"Feelings surrounding Montas might be strongly divided entering 2020. In 2019, he broke through with the most impactful campaign of his 10-year professional career -- and by far his best so far in the majors. However, he also served an 80-game PED suspension that might cast some doubt as to its legitimacy. He returned for a single, yet effective, September start, but the positive takeaways should tie to the splitter he added in 2019. The pitch boosted his strikeout and ground ball rates, as well as helped the return of the elite control he occasionally flashed in the minors. Since Montas' breakthrough was a skills-adjustment creation, we lean more toward him continuing said growth this year, but the lengthy absence does make monitoring his spring progress important. Consider him as a top-40 starter candidate with the potential for more. Just understand that volume and consistency are no guarantees."
Brad Hand,RP,Indians,33.0,33.0,208.1,59.0,84.0,16.0,0.0,0.0,3.67,1.22,10.63,12.0,12.0,72.0,25.0,29.0,5.0,0.0,0.0,3.75,1.24,9.88,"After three dominant seasons in which Hand split time between setup duty and closing, he was given the ninth-inning reins on Opening Day. Things were proceeding swimmingly, as Hand was sporting a sparkling 2.28 ERA and 1.04 WHIP with 29 saves in 31 chances through Aug. 8, whiffing 73 in 47 1/3 innings. Whether it was from a heavy workload or an undisclosed injury, Hand's effectiveness waned down the stretch, as he worked only 10 more frames, pitching to a bloated 8.10 ERA and 2.20 WHIP, blowing three saves in eight tries. Hand tossed only 2 1/3 innings in September, though an MRI in mid-September suggested nothing more than a tired arm. Hand should break camp with the closer job in a bullpen reinforced with James Karinchak and Emmanuel Clase. The duo should help lighten the load, but they are also a threat to usurp the closer role from him."
Lance Lynn,SP,Rangers,68.0,0.0,65.0,18.0,246.0,5.0,1.0,16.0,3.32,1.08,15.23,23.0,0.0,22.0,5.0,79.0,1.0,13.0,1.0,3.27,1.0,13.5,"Many might be asking, ""Where did that come from?"" Lynn's 28.1% strikeout and 4.17 K/BB rates in 2019 easily set new professional single-year bests (minimum 150 batters faced), but there were obvious causes behind it -- ones that bode well for a potential repeat. He shifted some of his previous reliance upon his sinker into more four-seam fastballs, and his 94.8 mph average with the pitch was the highest in his big league career. With it, his fly ball rate rose to nearly 40% (a big-league-career high) and his swinging-strike rate soared. Lynn is a great example of the need to forget the past while relying on the more recent results. The 2020 edition of Lynn is a top-40 fantasy SP candidate."
Nick Anderson,RP,Rays,33.0,30.0,165.2,47.0,110.0,17.0,0.0,0.0,4.18,1.34,9.4,12.0,12.0,64.0,22.0,33.0,4.0,0.0,0.0,4.36,1.34,9.14,No outlook available.
Max Fried,SP,Braves,68.0,0.0,67.0,21.0,173.0,3.0,34.0,3.0,4.16,1.22,11.96,21.0,0.0,22.0,7.0,65.0,1.0,13.0,0.0,3.68,1.14,11.86,"Injuries to Mike Foltynewicz and Kevin Gausman to begin 2019 paved the way for Fried to make the Braves' Opening Day rotation, and the left-hander rode a streak of three consecutive quality starts to a more permanent spot. By year's end, Fried had posted -- by far -- the lowest walk rate of his professional career (6.7%), and he only seemed to improve as the year progressed, with a 3.63 ERA and a 4.22 K-BB rate after the All-Star break. He'll enter 2020 as a fixed member of the Braves' rotation and, while his struggles minimizing hard contact could make him somewhat inconsistent and matchups-susceptible, Fried should at least be a top-40 fantasy starter in all formats."
Raisel Iglesias,RP,Reds,68.0,0.0,67.2,24.0,89.0,3.0,28.0,2.0,2.93,1.02,11.84,23.0,0.0,22.0,8.0,29.0,1.0,11.0,1.0,3.68,1.14,13.5,"Depending on your estimator of choice, in 2019, Iglesias was the same (if not a better) pitcher compared to 2018, despite his ERA soaring from 2.38 to 4.16. Skillwise, Iglesias fanned more batters while walking fewer last season and allowing a similar number of homers. The main differences were a .233 BABIP in 2018 compared to .316 last year and a 91.6 LOB% in 2019, dropping to 78.9% in 2019. These both incorporate a luck element, hence the substantial variance in ERA. Even with the bloated ERA, Iglesias logged a career-best 36 saves. Iglesias isn't usually mentioned in conversations about dominant relievers. Maybe he deserves to be, after a 15.3% swinging-strike mark over the past two seasons, buoying a career-high 31.9 K% last season. Iglesias is again ticketed for primarily ninth-inning duties, where he has a good chance to at least match last season's saves total."
Hector Neris,RP,Phillies,29.0,29.0,174.2,41.0,89.0,13.0,0.0,0.0,2.68,1.11,7.32,12.0,12.0,71.0,18.0,33.0,5.0,0.0,0.0,3.68,1.23,6.97,"After yielding 11 homers in 47.2 innings in 2018, Neris allowed one fewer long ball in 20 more frames, fueling a bounce-back campaign. Oddly, Neris' strikeout and walk rates were worse than in the previous season, but with homers driving run scoring across the league, Neris' ability to keep the ball in the yard landed him the Phillies' closer gig as David Robertson and Seranthony Dominguez succumbed to injuries. After going 28-for-34 in save opportunities, Neris should get first dibs on the 2020 role as new manager Joe Girardi takes over for Gabe Kapler. Neris features a 95 mph fastball and an 87 mph splitter he throws twice as much as the heater. Last season, the BABIP on Neris' splitter was a tidy .220, while the pitch generated a 22% swinging-strike rate. If he can come close to repeating that, Neris could post his first 30-save season."
Mike Soroka,SP,Braves,73.0,0.0,71.2,45.0,142.0,10.0,16.0,15.0,1.88,1.03,13.06,24.0,0.0,24.0,11.0,55.0,1.0,14.0,0.0,3.0,1.17,10.13,"Soroka's excellent 2.68 ERA in 29 starts last season earned him second place in NL Rookie of the Year voting. It's wise to expect a fair amount of regression from that number, which ranked fifth among qualified starters, but just how much is unclear. ERA estimators such as FIP (3.45), xFIP (3.85) and SIERA (4.28) differ widely. He will need to keep his ERA low again this season if he's to be a fantasy star, as his below-average 20.3 K% doesn't turn any heads. It's unlikely that his 92.5 mph fastball will suddenly lead to a significantly higher strikeout rate, but Soroka's impressive control (5.9 BB%) and contact management (51.2% groundball rate) bode well for continued success. Many are running away from Soroka, but the youngster has already shown that he can be a quality arm, even without elite whiffs."
Brandon Workman,RP,Red Sox,14.0,14.0,73.0,30.0,104.0,3.0,0.0,0.0,4.07,1.26,12.95,11.0,11.0,59.0,25.0,27.0,3.0,0.0,0.0,4.42,1.31,10.53,"Lost in the disappointing 2019 Red Sox campaign was the surfacing of a quality closer, as Workman emerged from a committee to log 16 post-break saves. The right-hander also notched 15 holds, eclipsing the century mark with 104 strikeouts in 71.2 innings. But Workman's season comes with a couple of warnings. He's older than some might realize, turning 31 last August. More important, Workman's 1.88 ERA was a mirage, as suggested by the associated 3.33 xFIP and 3.78 SIERA. Further, an inflated 15.7% walk rate was masked by a lucky .209 BABIP. However, if Workman can come anywhere near his 36.4 K% from last season, the regression blow should be soft. Despite the late-season success, Workman isn't assured of breaking camp as the closer, but he has to be considered the favorite."
